    ,Text,Classificacao
1830,Portugal se prepara para o adeus a Mario Soares - Estado de Minas https://t.co/eAMMM0keNN                                                        ,Neutro
1831,Portugal se prepara para o adeus a Mario Soares - Estado de Minas https://t.co/fZSNIdlYq9                                                        ,Neutro
1832,Portugal se prepara para o adeus a Mario Soares - Estado de Minas https://t.co/Rr3Qh4ZLjO #notícias https://t.co/HfToGIGRDJ                      ,Neutro
1833,Portugal se prepara para o adeus a Mario Soares – Estado de Minas: A Bola Portugal se… https://t.co/1xtgtw6fS0                                   ,Neutro
1834,"Portugal, de luto, se despede do 'pai da democracia' - Estado de Minas https://t.co/5ZDK0VBRcC #notícias https://t.co/39eg5GGoT6               ",Neutro
1835,"Portugal, de luto, se despede do 'pai da democracia' - Estado de Minas https://t.co/pdji5N1rzj                                                 ",Neutro
1836,"Postos dos Sine oferecem mais de 1.500 vagas de emprego no estado -
https://t.co/LetXFdo1Cg                                                    ",Neutro
1837,Postos dos Sine oferecem mais de 1.500 vagas de emprego no estado https://t.co/PfrF2VjeO1                                                        ,Neutro
1838,Postos dos Sine oferecem mais de 1.500 vagas de emprego no estado. Confira: https://t.co/aW7vuLkw9c https://t.co/toiAUaSO3l                      ,Neutro
1839,"PP, PR e PSD se reúnem com Planalto na próxima semana para fechar apoio a Maia - Politica - Estado de Minas https://t.co/CyefdRGvnI            ",Neutro
1840,"PP, PR e PSD se reúnem com Planalto na próxima semana para fechar apoio a Maia - Politica - Estado de Minas https://t.co/CyefdRGvnI            ",Neutro
1841,Pq ate Minas eh grande demais e tem varias palavras proprias pra cada regiao do estado                                                           ,Neutro
1842,"Pra eu andar de helicóptero, basta meu pai ser governador de minas!                                                                            ",Negativo     
1843,"Pra quem não sabe, BH = Belo Horizonte, cidade do Estado de Minas Gerais (MG).                                                                 ",Neutro
1844,Preço de material escolar varia até 610% em BH - Economia - Estado de Minas https://t.co/c9YdNNeyWb                                              ,Neutro
1845,Preço de material escolar varia até 610% em BH - Economia - Estado de Minas https://t.co/UAXRpwoFwy                                              ,Neutro
1846,Preço de material escolar varia até 610% em BH - Economia - Estado de Minas https://t.co/uTz1H4dHIo                                              ,Neutro
1847,"Preço do feijão está menos valorizado, apesar do aumento da colheita - Agropecuário - Estado de Minas https://t.co/ulnRaR1eMk                  ",Neutro
1848,Prefeito de Aimorés decreta estado de emergência administrativa  https://t.co/xiGBntgLVE                                                         ,Negativo     
1849,Prefeito de Aimorés decreta estado de emergência administrativa  https://t.co/ZeYhQyahEC                                                         ,Negativo     
1850,Prefeito de Aimorés decreta estado de emergência administrativa  https://t.co/ZeYhQyahEC                                                         ,Negativo     
1851,Prefeito de Aimorés decreta estado de emergência administrativa https://t.co/A1QEnALQ8s                                                          ,Negativo     
1852,Prefeito de Aimorés decreta estado de emergência administrativa https://t.co/CVqejpkkES https://t.co/Hsy5tDI4Nf                                  ,Negativo     
1853,Prefeito de Aimorés decreta estado de emergência administrativa https://t.co/MunEyYvkeg                                                          ,Negativo     
1854,Prefeito de Aimorés decreta estado de emergência administrativa https://t.co/pRtyl7ph6T https://t.co/WNpDZgiYx3                                  ,Negativo     
1855,Prefeito de Aimorés decreta estado de emergência administrativa https://t.co/qoSLpECb1T #SomosTodosDilma #Raynniere #BuyRaynniereOnItunes        ,Negativo     
1856,Prefeito de Aimorés decreta estado de emergência administrativa https://t.co/RwMlEKRys7 https://t.co/fHyh5i5OYx                                  ,Negativo     
1857,Prefeito de Ribeirão das Neves decreta estado de calamidade financeira  https://t.co/0cwJ32QQ88                                                  ,Negativo     
1858,Prefeito de Ribeirão das Neves decreta estado de calamidade financeira  https://t.co/0cwJ32QQ88                                                  ,Negativo     
1859,Prefeito de Ribeirão das Neves decreta estado de calamidade financeira  https://t.co/xDf3z2D3g7                                                  ,Negativo     
1860,Prefeito de Ribeirão das Neves decreta estado de calamidade financeira  https://t.co/xDf3z2UEEH                                                  ,Negativo     
1861,Prefeito de Ribeirão das Neves decreta estado de calamidade financeira https://t.co/0dyUFU0cy9 https://t.co/pGLIhc3V6s                           ,Negativo     
1862,Prefeito de Ribeirão das Neves decreta estado de calamidade financeira https://t.co/FJgGNvI3Js                                                   ,Negativo     
1863,Prefeito de Ribeirão das Neves decreta estado de calamidade financeira https://t.co/M3WArxWNHv https://t.co/dB71TrXeH1                           ,Negativo     
1864,Prefeito de Ribeirão das Neves decreta estado de calamidade financeira https://t.co/QScJCkaXFk                                                   ,Negativo     
1865,Prefeito de Ribeirão das Neves decreta estado de calamidade financeira https://t.co/rLa6ub0p1g https://t.co/CJ8M6agFLf                           ,Negativo     
1866,Prefeito de Ribeirão das Neves decreta estado de calamidade financeira https://t.co/ulx8RNn2O5 https://t.co/z4y1yGGktA                           ,Negativo     
1867,Prefeito de Ribeirão das Neves decreta estado de calamidade financeira https://t.co/vBUavfwm45 https://t.co/UoQYWJr4mR                           ,Negativo     
1868,Prefeito de Ribeirão das Neves decreta estado de calamidade financeira https://t.co/YP6eJJ65ab https://t.co/mXO6mbq8aT                           ,Negativo     
1869,Prefeito de Ribeirão das Neves decreta estado de calamidade financeira https://t.co/z2jaY0lfDp #SomosTodosDilma #Raynniere #BuyRaynniereOn…      ,Negativo     
1870,Prefeitura de Uberlândia decreta estado de calamidade financeira  https://t.co/2pJhyp2TsT #SomosTodosDilma #Raynniere #BuyRaynniereOnItunes      ,Negativo     
1871,Prefeitura de Uberlândia decreta estado de calamidade financeira  https://t.co/INEDVczZNK                                                        ,Negativo     
1872,Prefeitura de Uberlândia decreta estado de calamidade financeira  https://t.co/INEDVczZNK                                                        ,Negativo     
1873,Prefeitura de Uberlândia decreta estado de calamidade financeira  https://t.co/tFP5wChpto                                                        ,Negativo     
1874,Prefeitura de Uberlândia decreta estado de calamidade financeira  https://t.co/VNA6RksEdl #noticias                                              ,Negativo     
1875,Prefeitura de Uberlândia decreta estado de calamidade financeira  https://t.co/yEbWNRQ5IL #TimBeta                                               ,Negativo     
1876,Prefeitura de Uberlândia decreta estado de calamidade financeira - https://t.co/zZF7NFb4et via https://t.co/AyujVTrkAy                           ,Negativo     
1877,Prefeitura de Uberlândia decreta estado de calamidade financeira - Politica - Estado de Minas https://t.co/43oPzIKgXG                            ,Negativo     
1878,Prefeitura de Uberlândia decreta estado de calamidade financeira - Politica - Estado de Minas https://t.co/FSgM7hjdkt                            ,Negativo     
1879,Prefeitura de Uberlândia decreta estado de calamidade financeira - Politica - Estado de Minas https://t.co/HwTLIvIbzJ                            ,Negativo     
1880,Prefeitura de Uberlândia decreta estado de calamidade financeira - Politica - Estado de Minas https://t.co/Lq3krwZpYI                            ,Negativo     
1881,Prefeitura de Uberlândia decreta estado de calamidade financeira - Politica - Estado de Minas https://t.co/Zx5iPheoce                            ,Negativo     
1882,Prefeitura de Uberlândia decreta estado de calamidade financeira https://t.co/0gy1x2bGDj https://t.co/cb9hxAl6NF                                 ,Negativo     
1883,Prefeitura de Uberlândia decreta estado de calamidade financeira https://t.co/4Ovm19aXyP https://t.co/evvJkDTN7y                                 ,Negativo     
1884,Prefeitura de Uberlândia decreta estado de calamidade financeira https://t.co/4zqQel7jsO                                                         ,Negativo     
1885,Prefeitura de Uberlândia decreta estado de calamidade financeira https://t.co/6ZGh3t2DRI                                                         ,Negativo     
1886,Prefeitura de Uberlândia decreta estado de calamidade financeira https://t.co/7NGRbmFJTL                                                         ,Negativo     
1887,Prefeitura de Uberlândia decreta estado de calamidade financeira https://t.co/Gco5Uj9kfK #OperaçãoBetaLab https://t.co/zLQnW2YyK3                ,Negativo     
1888,Prefeitura de Uberlândia decreta estado de calamidade financeira https://t.co/KQbRETywqT                                                         ,Negativo     
1889,Prefeitura de Uberlândia decreta estado de calamidade financeira https://t.co/LrTtmZGcop https://t.co/ToV9OIuuGr                                 ,Negativo     
1890,Prefeitura de Uberlândia decreta estado de calamidade financeira https://t.co/OcpM0mXpIg https://t.co/1e6BLHGbmQ                                 ,Negativo     
1891,Prefeitura de Uberlândia decreta estado de calamidade financeira https://t.co/r2U9OZonHJ                                                         ,Negativo     
1892,Prefeitura de Uberlândia decreta estado de calamidade financeira https://t.co/rAUlHsIHYr                                                         ,Negativo     
1893,Prefeitura de Uberlândia decreta estado de calamidade financeira https://t.co/SbeRFasdr7 https://t.co/0u82LnB2cp                                 ,Negativo     
1894,Prefeitura de Uberlândia decreta estado de calamidade financeira https://t.co/wfWaqRqvlq                                                         ,Negativo     
1895,Prefeitura de Uberlândia decreta estado de calamidade financeira https://t.co/WssENHwPAb                                                         ,Negativo     
1896,Prefeitura de Uberlândia decreta estado de calamidade financeira https://t.co/XeeaNCfGHS https://t.co/b6z1tqapl3                                 ,Negativo     
1897,Prefeitura de Uberlândia decreta estado de calamidade financeira: Publicação do decreto ocorreu no Diário Oficial…… https://t.co/eIUv36utVb      ,Negativo     
1898,Presidente da Amagis defende magistratura em artigo no jornal Estado de Minas https://t.co/O2LgppHiLI                                            ,Neutro
1899,Presidente da Amagis defende magistratura em artigo no jornal Estado de Minas https://t.co/THwvOVu3xB                                            ,Neutro
1900,Presidente da Amagis defende magistratura em artigo no jornal Estado de Minas: https://t.co/nrfiQmId9x                                           ,Neutro
1901,Presidente do Peru critica acordo com Odebrecht - Politica - Estado de Minas https://t.co/aeEUqHbqNq                                             ,Neutro
1902,Presidente do Peru critica acordo com Odebrecht - Politica - Estado de Minas https://t.co/c6SlsFC5Pp                                             ,Neutro
1903,Presidente do PMDB Jovem de MG é sondado para vaga deixada por secretário que defendeu chacina -  Estado de Minas https://t.co/vRgzkEpMDU        ,Neutro
1904,Presidente do STF suspende trâmite da ação que discute bloqueio de contas do Rio - Estado de Minas https://t.co/K6fNRQ1AQd                       ,Neutro
1905,Presidente do STF suspende trâmite da ação que discute bloqueio de contas do Rio - Estado de Minas https://t.co/N0ZrqAwgMT                       ,Neutro
1906,Presidente do STF suspende trâmite da ação que discute bloqueio de contas do Rio - Estado de Minas… https://t.co/tntUZU3k3V                      ,Neutro
1907,Presidente do STF suspende trâmite da ação que discute bloqueio de contas do Rio - Estado de Minas… https://t.co/tr8JD7wlyW                      ,Neutro
1908,Presidente do STF vai a Manaus tratar de mortes no presídio Compaj - Estado de Minas https://t.co/jybR5iUBNs                                     ,Neutro
1909,Presidente do STJ mantém preso ex-subsecretário da gestão Kassab - Politica - Estado de Minas https://t.co/xYwxRnib6G                            ,Neutro
1910,Presídios do Sudeste vivem clima de tensão - Nacional - Estado de Minas https://t.co/lEVI5BDWts                                                  ,Neutro
1911,Preso homem que usava garras de espeto de churrasco 'à la Wolverine' - Nacional - Estado de Minas https://t.co/KNF5Pvj6M7                        ,Neutro
1912,Preso homem que usava garras de espeto de churrasco 'à la Wolverine' - Nacional - Estado de Minas https://t.co/lJ4TVgtfDk                        ,Neutro
1913,Preso homem que usava garras de espeto de churrasco 'à la Wolverine' - Nacional - Estado de Minas https://t.co/m1q7JvrS72                        ,Neutro
1914,Preso homem que usava garras de espeto de churrasco 'à la Wolverine' - Nacional - Estado de Minas https://t.co/o0bmAw5FNs                        ,Neutro
1915,Press Release from Business Wire : Consumer Technology ... - Estado de Minas https://t.co/52NOdJKouI https://t.co/A8WSfiIEOC                     ,Neutro
1916,Press Release from Business Wire : Consumer Technology ... - Estado de Minas https://t.co/AE5fTgiSA5                                             ,Neutro
1917,Press Release from Business Wire : Consumer Technology ... - Estado de Minas https://t.co/bExLRBNWd5 https://t.co/URXjMOeJcv                     ,Neutro
1918,"Prezado servidor. Sabe seu 13°? Então...

 https://t.co/7LG3Fd8Odz                                                                             ",Neutro
1919,"Prezados, boa tarde!
Em breve será aberto edital na Universidade do Estado de Minas Gerais para contratação de... https://t.co/95EIb9qBrh      ",Neutro
1920,"Prezados, boa tarde!
Estima-se que em breve será aberto edital pela Universidade do Estado de Minas Gerais para... https://t.co/17qG7ALC5R     ",Neutro
1921,"PRF flagra mais de 1,2 mil motoristas acima da velocidade em um dia na BR-040 - Gerais - Estado de Minas https://t.co/SiXp1QNwws               ",Neutro
1922,"Prisões do país transformam pequeno delinquente em 'monstro do crime', diz juiz - Nacional - Estado de Minas https://t.co/So0n4a9JUz           ",Neutro
1923,"Processo seletivo Prefeitura de Paraisópolis MG 2017: No Estado de Minas Gerais, a… https://t.co/g4Dn5DegzJ                                    ",Neutro
1924,PSDB paulista quer eleição para contrapor Aécio Neves - Politica - Estado de Minas https://t.co/zKYuooBnws                                       ,Neutro
1925,PSOL vai questionar aumento de vereadores e prefeito de BH na Justiça - Politica - Estado de Minas https://t.co/8wxxPtj8Wu                       ,Negativo     
1926,PSOL vai questionar aumento de vereadores e prefeito de BH na Justiça - Politica - Estado de Minas https://t.co/db4HNWK86m                       ,Negativo     
1927,"PT acabou com o Brasil, com Minas Gerais e Uberlandia. Será que tudo isso é golpe?  Com a palavra o servidor... https://t.co/AF7FuHVkBb        ",Negativo     
1928,PT https://t.co/CYVwwDJNtf                                                                                                                       ,Neutro
1929,"PT Quebrou Minas, Rio de Janeiro.....   #LulaNaCadeia https://t.co/HlwpLGMYfG                                                                  ",Negativo     
1930,"PTiistas indignados c/ @jdoriajr de gari e aprovam Governador de Minas, c/ um Estado arrebentado e quebrado, comprar 2 helicópteros. É !!!     ",Negativo     
1931,Puse ese estado para fantochear un rato y tiene más mg que cualquier otro estado jajajaja                                                        ,Neutro
1932,Q raro q no le dio mg al Estado                                                                                                                  ,Neutro
1933,"Qual foi a Justiça que Prorrogou?
A do Estado de MG?
Aqui a resposta
https://t.co/ESA886VwpB... https://t.co/XfZRaW0hN0                        ",Neutro
1934,Quando a Folha/UOL irão deixar de serem canalhas e hipócritas?  https://t.co/EzphXNJUJV                                                          ,Neutro
1935,Quando cairá esse resquício do PT no governo de Minas? #ForaEsquerda #Pimentel https://t.co/7gFa3pDaXl                                           ,Negativo     
1936,"Quando o Pimentel era pequeno, todo ano ele pedia um helicóptero de brinquedo mas o Papai Noel não trazia.... https://t.co/eA0QnJVHqn          ",Negativo     
1937,"Quando vamos nos ver livres desses CANALHAS, não basta prender e deixar na prisão somente os empresários, os... https://t.co/RwplZFZYuu        ",Negativo     
1938,"Quantidade de Vagas : 1
Cargo : #Analista DE SISTEMAS -
Estado :MG
Salário Oferecido :R$ 1.001 A R$ 2.000
Forma... https://t.co/McCnJV1slN     ",Neutro
1939,Quase metade dos detentos no Brasil está presa temporariamente - Politica - Estado de Minas https://t.co/Rx5HU01gh2                              ,Neutro
1940,Quase metade dos detentos no Brasil está presa temporariamente - Politica - Estado de Minas https://t.co/WqUpZKBXjt                              ,Neutro
1941,Que boba que es le hable por que me dio mg a mi estado no mas osino ni la hablaba �����                                                          ,Neutro
1942,Que enfermantes esas minas que por ponerle un mg al estado/foto de su chico creen que ya me lo quiero comer. AWANTIAAAAAA!!!!! ��                ,Neutro
1943,"Que le das mg a mi estado gato, bue                                                                                                            ",Neutro
1944,Que le hable a las que le dieron MG a su estado en Facebook �                                                                                    ,Neutro
1945,que lindo es entrar a tumblr y ver que taylor a estado contestandole a fans y dando mg �                                                         ,Neutro
1946,Que miedo me dió cuando le puso mg a ese estado del año pasado y encima no la tengo de amiga...                                                  ,Neutro
1947,"Que onda esas minas que suben fotos a insta y dsp la borran y ponen foto y estado del ""novio"" quedan taaann malll                            ",Neutro
1948,que onda la gente que publica estados todo el dia corte mg y te puntuo o mg y te hablo yo publico un estado cada tres años mas o menos           ,Neutro
1949,Que saudade de Minas Gerais melhor estado do Brasil                                                                                              ,Neutro
1950,"Que vaya a darle mg a el estado para saber que piensa la otra, nv !                                                                            ",Neutro
1951,Queda na venda de carro a consumidor é 5 vezes mais intensa do que para empresa - Estado de Minas… https://t.co/s4Y0jWVc5j                       ,Neutro
1952,Quem deve esconde!!!!!! https://t.co/DxlM5ilsd9                                                                                                  ,Neutro
1953,Queridinha fica quetinha aí em Minas o estado de Goiás agradece!!                                                                                ,Neutro
1954,"Quero entender qual lógica de que se sair do Estado de Minas Gerais a passagem cai tanto assim.

Detalhe 3,80 passagem urbana em Uberaba       ",Neutro
1955,Quisiera ser de esas minas que tienen el re estado físico � pero veo comida y la cama y se me pasa �                                             ,Neutro
1956,R$7 mil gastos pelo governador petista de MG para buscar seu filho em uma festa de luxo? Adoro o senso de pujança da esquerda na crise...        ,Neutro
1957,"raul ta em minas mas ele acorda já me ligando no facetime, em outro estado e o pensamento em mim ♥                                             ",Neutro
1958,re q me dijo q no le hable nunca mas y ahora le dio mg al estado��� igual no le voy a hablar��                                                   ,Neutro
1959,"Realmente a crise tem uma psicologia negativa que coloca temor nas pessoas, mas infelizmente é real, e não temos... https://t.co/92P7EkKIcr    ",Neutro
1960,Recebi ofícios do Governo de Minas informando do envio de recursos no valor de mais de 6 milhões de reais em... https://t.co/viOnvY20d6          ,Neutro
1961,Recebi ofícios do Governo de Minas informando do envio de recursos no valor de mais de 6 milhões de reais em... https://t.co/w7sOxyYinM          ,Neutro
1962,"Recuerdo que la mina se emocionó por que el pibe le hablo
Y mira...
A mi también me habló y sin darle MG a su estado ����
WOOOO TDFW!!!        ",Neutro
1963,Redes de eletros encolhem para tentar conter prejuízo - Economia - Estado de Minas https://t.co/zLdhSob6Hp                                       ,Neutro
1964,"'Reeleição de Maia vai gerar instabilidade', diz líder do PSD - Politica - Estado de Minas https://t.co/OJ90ktqgee                             ",Neutro
1965,Reflexos da irresponsabilidade extrema. Governo de Minas torrou recurso que sequer lhe pertencia: https://t.co/4ykI6fG0wh                        ,Neutro
1966,Reforma da Previdência aumenta corrida por planos de aposentadoria complementar - Economia - Estado de Minas https://t.co/ef7WPX7T1F             ,Neutro
1967,"Reforma da Previdência será feita no primeiro semestre e sem excessos, diz Maia - Politica - Estado de Minas https://t.co/beYxmCcXIS           ",Neutro
1968,Reginaldo Lopes o político mais SALAFRÁRIO do estado de Minas Gerais. Nem o Pimentel é igual.                                                    ,Neutro
1969,Renan teme crescimento de 'rivais' em Alagoas - Politica - Estado de Minas https://t.co/lN7LuLz0sm                                               ,Neutro
1970,Renascença Pentágono testa com sucesso 'enxame' de drones Estado de Minas O Pentágono testou com sucesso 103… https://t.co/qefo55In0M            ,Neutro
1971,"REPORTAGEM: As companhias de Polícia de todo o interior do estado de Minas Gerais, não vão poder mais contar com... https://t.co/utcwPPBaSo    ",Neutro
1972,RESOLUÇÃO ESCLARECE POLÊMICA EM MG SOBRE USO DE AERONAVE PELO GOVERNADOR PIMENTEL https://t.co/5c5QXr8czH                                        ,Neutro
1973,Retrospectiva: Modelo de horta é colocado em pratica em Governador Valadares https://t.co/QGOr6Jn4Bk https://t.co/MXNzMdChM1                     ,Neutro
1974,"Retweeted Augusto Emilio (@augustoemil):

Em calamidade financeira, governo de MG compra dois helicópteros... https://t.co/Dxo96Mw9o6          ",Neutro
1975,"Retweeted BRASIL EM FOTOS (@brasil_fotos):

Mesmo depois de falir o estado de MG, Fernando Pimentel abre... https://t.co/cjD2DwrP3E            ",Neutro
1976,"Retweeted Edmilson Papo 10 (@edmilsonpapo10):

Após decretar falência do Estado de Minas, Pimentel tá comprando... https://t.co/JyeLaSYEex     ",Neutro
1977,"Retweeted Estadão (@Estadao):

Em calamidade financeira, MG compra dois helicópteros https://t.co/qaskTvw2WJ... https://t.co/rP0gjCDmj8        ",Neutro
1978,"Retweeted Estadão (@Estadao):

Em calamidade financeira, MG compra dois helicópteros https://t.co/wozCQSDTdY... https://t.co/SYdahI8iAn        ",Neutro
1979,"Retweeted Estado de Minas (@em_com):

Despoluição da Pampulha e Via 710 estão entre os #desafios da gestão #Kalil... https://t.co/M0BorFdiAJ   ",Neutro
1980,"Retweeted Estado de Minas (@em_com):

'Foi mídia no mundo todo, arrancamos várias cabeças', comemora funk de... https://t.co/KkISZH8DmG        ",Neutro
1981,"Retweeted Fred Navarro (@frednavarro):

O governador Fernando Pimentel (PT-MG) mandou comprar mais dois... https://t.co/Cb4GrnwlAE             ",Neutro
1982,"Retweeted Leandro Ruschel (@leandroruschel):

Sobre o governador de Minas, só há uma pergunta a fazer: por que o... https://t.co/0YWHszzeib    ",Neutro
1983,"Retweeted Portal UAI (@portaluai):

#Minas vai dobrar oferta de trabalho e estudo nos #presídios do Estado... https://t.co/LYSwgUlkTo          ",Neutro
1984,"Reunião hoje com o governador de Minas. Vem novidade aí @ Belo Horizonte, Brazil https://t.co/NTd0wX3AF4                                       ",Neutro
1985,Réveillon com as Farc gera incidente com missão da ONU na Colômbia - Estado de Minas https://t.co/d7zqg3ilHx                                     ,Neutro
1986,Réveillon com as Farc gera incidente com missão da ONU na Colômbia - Estado de Minas https://t.co/iE9TfuJiSC… https://t.co/Lt8MfA4XKy            ,Neutro
1987,REVOLTANTE mas não surpreendente umas vez que o Governador de MG é esse cidadão. #forapimentel #ladrao #forapt https://t.co/a0nalD0YNw           ,Neutro
1988,"Rindo da cara do contribuinte!
Sonia Sabino - O povo de Minas não sabe votar, votaram na Dilma para presidente, no… https://t.co/eSuHtRLFbl    ",Negativo     
1989,Rio começa ano com fatura extra de R$ 835 milhões - Estado de Minas https://t.co/t3C6Nrlu6s https://t.co/eT5DhjllGj                              ,Neutro
1990,"Rio e Minas Pensei que  estivessem em crise ""Governo de Minas Gerais compra mais dois helicópteros"" -  https://t.co/1HSg2dGCSZ               ",Negativo     
1991,Risco de calote de Estados com a União cresce - Estado de Minas https://t.co/5TWW4Zj2QZ                                                          ,Neutro
1992,Risco de calote de Estados com a União cresce - Estado de Minas https://t.co/m1ClTKHMlT                                                          ,Neutro
1993,Risco de calote de Estados com a União cresce - Politica - Estado de Minas https://t.co/zdjOcATDo3                                               ,Neutro
1994,"Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de estado.
Uma pena   ",Neutro
1995,Romeiros chegam à Serra da Piedade com bençãos e acolhimento fraterno - Gerais - Estado de Minas https://t.co/yCDJ23KJrI                         ,Neutro
1996,Rosso aposta em corpo-a-corpo para atrair votos para presidência da Câmara - Politica - Estado de Minas https://t.co/vKUj53GL9W                  ,Neutro
1997,Rota 2014 - Blog do José Tomaz: A balada de Pimentel - governador de MG atrasa sal... https://t.co/9TyUWz6Q8k                                    ,Negativo     
1998,Rota 2014 - Blog do José Tomaz: BB avisa Justiça que governo de MG desgovernado pe... https://t.co/A70NNPFvkA                                    ,Negativo     
1999,Rota 2014 - Blog do José Tomaz: BB avisa Justiça que governo de MG desgovernado pe... https://t.co/If6R8vUPrq                                    ,Negativo     
2000,"RR solicitou envio da Força Nacional para ajuda na segurança pública, diz Moraes - Nacional - Estado de Minas https://t.co/V4NW5KsoWB          ",Neutro
2001,@_crocchi: omg anoche sin querer me puse mg en un estado de facebook y lo tuve toda la noche seguro los que lo vieron pensaron que era u…     ,Neutro
2002,"@_eNBA: Marco Belinelli ha estado muy cerca de inventar un tiro ganador de los más increíbles que se recuerdan ���
https://t.co/EqigROZh…   ",Neutro
2003,@_rdks: minas do rj me add pq tô cansado de me interessar por mina de outro estado                                                            ,Neutro
2004,"@1914BrunoSEP: @filiperabelo @JocaMani
É apenas uma proposta pelo reserva do Fred (tá caro!)... Não é a compra do Estado de Minas (Tchê…    ",Neutro
2005,"@1914BrunoSEP: @filiperabelo @JocaMani
É apenas uma proposta pelo reserva do Fred (tá caro!)... Não é a compra do Estado de Minas (Tchê…    ",Neutro
2006,@A_Constituicao: Liminar suspende gratuidade de estacionamento em centros de ... - Estado de Minas https://t.co/be8V1YN2sO https://t.co/…     ,Neutro
2007,@ac24horas: Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/y0kKCFXAn5 https://t.co/nGyj…     ,Negativo     
2008,"@AcordouAcordou: VIA @diogomainardi

A OAB d Minas Gerais chamou de ""preocupante"" o fato de o estado ter esgotado os recursos relativos…  ",Neutro
2009,@acuarioLourdes: @IPAFARMA @Avivasa1965 buenos días. Tienen stalevo de 100 mg. Vivo en el Estado Nueva Espsrta                                ,Neutro
2010,@adilsonjr11: A vergonha que é esse Governo de Minas. Buscar filhinho embriagado de helicóptero enquanto o servidores estão sem receber…      ,Negativo     
2011,@adilsonjr11: A vergonha que é esse Governo de Minas. Buscar filhinho embriagado de helicóptero enquanto o servidores estão sem receber…      ,Negativo     
2012,@adilsonjr11: A vergonha que é esse Governo de Minas. Buscar filhinho embriagado de helicóptero enquanto o servidores estão sem receber…      ,Negativo     
2013,@adilsonjr11: A vergonha que é esse Governo de Minas. Buscar filhinho embriagado de helicóptero enquanto o servidores estão sem receber…      ,Negativo     
2014,@adilsonjr11: A vergonha que é esse Governo de Minas. Buscar filhinho embriagado de helicóptero enquanto o servidores estão sem receber…      ,Negativo     
2015,@adilsonjr11: A vergonha que é esse Governo de Minas. Buscar filhinho embriagado de helicóptero enquanto o servidores estão sem receber…      ,Negativo     
2016,@adilsonjr11: A vergonha que é esse Governo de Minas. Buscar filhinho embriagado de helicóptero enquanto o servidores estão sem receber…      ,Negativo     
2017,@adilsonjr11: BB avisa Justiça que governo de MG não tem recursos em conta judicial. + Helicóptero o Gov de Minas o Pilantrel tem. https…     ,Negativo     
2018,@adilsonjr11: BB avisa Justiça que governo de MG não tem recursos em conta judicial. + Helicóptero o Gov de Minas o Pilantrel tem. https…     ,Negativo     
2019,@adilsonjr11: BB avisa Justiça que governo de MG não tem recursos em conta judicial. + Helicóptero o Gov de Minas o Pilantrel tem. https…     ,Negativo     
2020,@adilsonjr11: BB avisa Justiça que governo de MG não tem recursos em conta judicial. + Helicóptero o Gov de Minas o Pilantrel tem. https…     ,Negativo     
2021,@adilsonjr11: BB avisa Justiça que governo de MG não tem recursos em conta judicial. + Helicóptero o Gov de Minas o Pilantrel tem. https…     ,Negativo     
2022,@adilsonjr11: BB avisa Justiça que governo de MG não tem recursos em conta judicial. + Helicóptero o Gov de Minas o Pilantrel tem. https…     ,Negativo     
2023,@adilsonjr11: BB avisa Justiça que governo de MG não tem recursos em conta judicial. + Helicóptero o Gov de Minas o Pilantrel tem. https…     ,Negativo     
2024,@adilsonjr11: BB avisa Justiça que governo de MG não tem recursos em conta judicial. + Helicóptero o Gov de Minas o Pilantrel tem. https…     ,Negativo     
2025,@adilsonjr11: BB avisa Justiça que governo de MG não tem recursos em conta judicial. + Helicóptero o Gov de Minas o Pilantrel tem. https…     ,Negativo     
2026,@adilsonjr11: BB avisa Justiça que governo de MG não tem recursos em conta judicial. + Helicóptero o Gov de Minas o Pilantrel tem. https…     ,Negativo     
2027,@adilsonjr11: BB avisa Justiça que governo de MG não tem recursos em conta judicial. + Helicóptero o Gov de Minas o Pilantrel tem. https…     ,Negativo     
2028,@adilsonjr11: BB avisa Justiça que governo de MG não tem recursos em conta judicial. + Helicóptero o Gov de Minas o Pilantrel tem. https…     ,Negativo     
2029,@adilsonjr11: BB avisa Justiça que governo de MG não tem recursos em conta judicial. + Helicóptero o Gov de Minas o Pilantrel tem. https…     ,Negativo     
2030,"@adilsonjr11: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros. Papai Pilantrel https://t.co/Nd57r5F6Z3 via @…   ",Negativo     
2031,"@adilsonjr11: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros. Papai Pilantrel https://t.co/Nd57r5F6Z3 via @…   ",Negativo     
2032,"@adilsonjr11: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros. Papai Pilantrel https://t.co/Nd57r5F6Z3 via @…   ",Negativo     
2033,"@adilsonjr11: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros. Papai Pilantrel https://t.co/Nd57r5F6Z3 via @…   ",Negativo     
2034,"@adilsonjr11: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros. Papai Pilantrel https://t.co/Nd57r5F6Z3 via @…   ",Negativo     
